0,1,2,3,7
0,1,2,3,9
0,1,2,4,8
0,1,2,4,9
0,1,2,5,7
0,1,2,5,8
0,1,3,5,7
0,1,3,5,10
0,1,3,9,10
0,1,4,5,8
0,1,4,5,11
0,1,4,9,10
0,1,4,10,11
0,1,5,6,10
0,1,5,6,11
0,1,6,10,11
0,2,3,5,7
0,2,3,5,9
0,2,4,5,8
0,2,4,5,9
0,3,5,9,10
0,4,5,9,10
0,4,5,10,11
0,5,6,10,11
